id,name,anchor_type,subtype,postcode,old_lat,old_lon,new_lat,new_lon,method,confidence,notes
96691af7-fe36-43ed-8578-deed8081284b,New York Primary School,school,primary,NE29 8HH,,,55.0209736,-1.4829536,nominatim_poi,60,Nominatim OK Nominatim POI match Overpass failed: 504 Server Error: Gateway Timeout for url: https://overpass-api.de/api/interpreter No entrance node; using POI location (likely centroid/site point)
aea60f4e-1953-4d6d-8144-eefa4b8fb044,Percy Main Primary School,school,primary,NE29 6JD,,,54.9962269,-1.4754044,nominatim_poi,60,Nominatim OK Nominatim POI match Overpass OK No entrance node; using POI location (likely centroid/site point)
d2f26f3c-85a9-4457-9012-ea9f19111a70,Priory Primary School,school,primary,NE30 4QW,,,53.75963,-0.3965019,nominatim_poi,60,Nominatim OK Nominatim POI match Overpass OK No entrance node; using POI location (likely centroid/site point)
a6cb3d8b-74af-4d27-a03c-5e279d009388,Redesdale Primary School,school,primary,NE30 2HY,,,55.0047745,-1.5497412,nominatim_poi,60,Nominatim OK Nominatim POI match Overpass OK No entrance node; using POI location (likely centroid/site point)
bc053f3a-9372-4eca-b38d-51eeab3b6a43,Rockcliffe First School,school,primary,NE25 8SH,,,55.0402912,-1.4343466,nominatim_poi,60,Nominatim OK Nominatim POI match Overpass failed: 504 Server Error: Gateway Timeout for url: https://overpass-api.de/api/interpreter No entrance node; using POI location (likely centroid/site point)
7ea43bee-f5a8-4d7c-b6b8-97ad9af30a2d,Shiremoor Primary School,school,primary,NE27 0QX,,,55.0327912,-1.5089663,nominatim_poi,60,Nominatim OK Nominatim POI match Overpass failed: 504 Server Error: Gateway Timeout for url: https://overpass-api.de/api/interpreter No entrance node; using POI location (likely centroid/site point)
f1f13eca-fc40-43c3-a611-328173a8ce90,Southridge First School,school,primary,NE25 9PD,,,55.0495396,-1.471544,nominatim_poi,60,Nominatim OK Nominatim POI match Overpass OK No entrance node; using POI location (likely centroid/site point)
cda5c427-77d6-473a-9b41-2fdc2f2773a1,Valley Gardens Middle School,school,primary,NE25 9HA,,,55.0466767,-1.4694395,overpass_entrance,85,Nominatim OK Nominatim POI match Overpass OK Entrance node found
57900fa5-d994-4bf5-bc39-862532d65740,Waterville Primary School,school,primary,NE29 6SL,,,55.0032629,-1.4560861,nominatim_poi,60,Nominatim OK Nominatim POI match Overpass failed: 504 Server Error: Gateway Timeout for url: https://overpass-api.de/api/interpreter No entrance node; using POI location (likely centroid/site point)
4481fa01-fdeb-4901-bf16-010229bc103f,Whitley Bay High School,school,secondary,NE25 9AS,,,55.0483433,-1.4659479,nominatim_poi,60,Nominatim OK Nominatim POI match Overpass failed: 504 Server Error: Gateway Timeout for url: https://overpass-api.de/api/interpreter No entrance node; using POI location (likely centroid/site point)
3d69b539-bc6b-4a8d-8660-a9d48b98e362,Woodlawn School,school,primary,NE25 9EG,,,55.0353634,-1.4736646,overpass_entrance,85,Nominatim OK Nominatim POI match Overpass OK Entrance node found
7cd310d0-6e89-4d52-879e-55ec0b8fd9c4,Brierdene Burn Nature Reserve,spirit_point,park,NE25 8RD,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
2e7806bb-2be1-49af-a17e-fcb09beff145,Churchill Playing Fields,spirit_point,park,NE26 3LH,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
1564a7f8-76d7-4023-8246-958a722ed97c,Cullercoats Bay Beach,spirit_point,coastal,NE30 4PS,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
ee3a69e9-5ea4-4bfe-b005-4e710cee2d2b,King Edwards Bay,spirit_point,coastal,NE30 4BY,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
4fe3d4bb-9810-437d-9230-842cf4291ed0,Longsands Beach Access,spirit_point,coastal,NE30 4HH,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
4b85540b-6a4d-40bd-a973-dd28f711e16b,Marden Quarry Park,spirit_point,park,NE25 8PN,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
c0c2ffe6-d6c1-47eb-b914-39bb9d518fb6,Monkseaton Village,spirit_point,village_center,NE25 8AL,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
12bfacbc-0079-4c18-ab8c-40fc39a7a1da,North Shields Fish Quay,spirit_point,village_center,NE30 1HJ,,,55.0108606,-1.4328468,nominatim_poi,60,Nominatim OK Nominatim POI match Overpass failed: 504 Server Error: Gateway Timeout for url: https://overpass-api.de/api/interpreter No entrance node; using POI location (likely centroid/site point)
07184a24-30da-4313-b6df-6577fc6eb3d9,Northumberland Park,spirit_point,park,NE30 2HA,,,55.0332093,-1.5195618,nominatim_poi,60,Nominatim OK Nominatim POI match Overpass failed: 504 Server Error: Gateway Timeout for url: https://overpass-api.de/api/interpreter No entrance node; using POI location (likely centroid/site point)
042308d7-a739-44cc-842b-e054f1eec5fd,Rising Sun Country Park,spirit_point,park,NE12 9SS,,,55.0223238,-1.5359824,nominatim_poi,60,Nominatim OK Nominatim POI match Overpass failed: 504 Server Error: Gateway Timeout for url: https://overpass-api.de/api/interpreter No entrance node; using POI location (likely centroid/site point)
b3e8d273-c45d-444a-93c3-0cc0e85117c4,Tynemouth Park,spirit_point,park,NE30 4NZ,,,55.013952,-1.4343233,nominatim_poi,60,Nominatim OK Nominatim POI match Overpass failed: 504 Server Error: Gateway Timeout for url: https://overpass-api.de/api/interpreter No entrance node; using POI location (likely centroid/site point)
e08be9b5-827a-4446-86cf-58a0f1ea24f2,Tynemouth Priory Headland,spirit_point,coastal,NE30 4BZ,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
5b6b76be-084c-4fb9-9c1a-83d14a00675f,Tynemouth Village,spirit_point,village_center,NE30 4AA,,,55.0175006,-1.4251923,nominatim_poi,60,Nominatim OK Nominatim POI match Overpass OK No entrance node; using POI location (likely centroid/site point)
b663896e-42f0-4a17-88e5-7f745073b10a,Wallsend Parks (St Peters),spirit_point,park,NE28 7PB,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
90c406a5-0849-428d-99ee-51822aaee37f,Whitley Bay Promenade,spirit_point,coastal,NE26 1BQ,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
c8b602b8-813f-4e67-b832-4ea2edaaf1da,Whitley Bay Town Centre,spirit_point,village_center,NE26 2SF,,,55.042085,-1.445692,nominatim_poi,60,Nominatim OK Nominatim POI match Overpass failed: 504 Server Error: Gateway Timeout for url: https://overpass-api.de/api/interpreter No entrance node; using POI location (likely centroid/site point)
b8c47bfb-7372-44ed-8bde-278dbe428a6e,Cullercoats Metro Station,transport,metro,NE30 4PQ,,,55.0351512,-1.4362622,nominatim_poi,60,Nominatim OK Nominatim POI match Overpass failed: 504 Server Error: Gateway Timeout for url: https://overpass-api.de/api/interpreter No entrance node; using POI location (likely centroid/site point)
7d4d2a1a-7af4-4c95-b483-649ef87f21d1,Meadow Well Metro Station,transport,metro,NE29 6BS,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
21358979-da17-43d8-a19a-bb55e5d354b3,Monkseaton Metro Station,transport,metro,NE25 9AD,,,55.0425069,-1.4581875,nominatim_poi,60,Nominatim OK Nominatim POI match Overpass failed: 504 Server Error: Gateway Timeout for url: https://overpass-api.de/api/interpreter No entrance node; using POI location (likely centroid/site point)
aa872eba-4833-4d2a-9855-7bdb41d6531f,North Shields Ferry Terminal,transport,ferry,NE29 6EE,,,55.0037688,-1.4455075,overpass_entrance,85,Nominatim OK Nominatim POI match Overpass OK Entrance node found
cea65cf8-b456-4197-9649-a4abf79db27b,North Shields Metro Station,transport,metro,NE29 0BH,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
ccb0ac4e-7a97-42b6-845b-c23cfef8f67e,Percy Main Metro Station,transport,metro,NE29 6YE,,,54.9998744,-1.4745471,nominatim_poi,60,Nominatim OK Nominatim POI match Overpass failed: 504 Server Error: Gateway Timeout for url: https://overpass-api.de/api/interpreter No entrance node; using POI location (likely centroid/site point)
483f1dd4-b16c-4b30-be99-a7d40af431c9,Shiremoor Metro Station,transport,metro,NE27 0QJ,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
c37c2d26-7312-4654-b649-666eb3a57147,Tynemouth Metro Station,transport,metro,NE30 4RF,,,55.0174353,-1.4282387,nominatim_poi,60,Nominatim OK Nominatim POI match Overpass failed: 504 Server Error: Gateway Timeout for url: https://overpass-api.de/api/interpreter No entrance node; using POI location (likely centroid/site point)
cf824162-3c2f-4628-a833-abf456bb988f,West Monkseaton Metro Station,transport,metro,NE25 9DT,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
b0e487bf-6df9-45bd-aa0e-2cc44689a04d,Whitley Bay Metro Station,transport,metro,NE26 2QT,,,55.0400196,-1.4428722,nominatim_poi,60,Nominatim OK Nominatim POI match Overpass failed: 504 Server Error: Gateway Timeout for url: https://overpass-api.de/api/interpreter No entrance node; using POI location (likely centroid/site point)
8ce5eb9f-48b4-446e-b5e0-cae77469c7ed,West Monkseaton Metro,transport,metro_station,NE25,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
664b0355-52e0-4769-b628-bbcf60b559ea,Monkseaton Metro,transport,metro_station,NE25,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
18819d8d-3188-483b-9b9b-bcb95d73ccd3,Whitley Bay Metro,transport,metro_station,NE26,,,55.0402181,-1.4432852,nominatim_poi,60,Nominatim OK Nominatim POI match Overpass failed: 504 Server Error: Gateway Timeout for url: https://overpass-api.de/api/interpreter No entrance node; using POI location (likely centroid/site point)
c6caebcb-ef77-474e-8e9b-747722fd7fde,Cullercoats Metro,transport,metro_station,NE30,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
65867bbf-931b-4572-ac66-70b2ae9e0cdd,Tynemouth Metro,transport,metro_station,NE30,,,55.0175636,-1.428159,nominatim_poi,60,Nominatim OK Nominatim POI match Overpass failed: 504 Server Error: Gateway Timeout for url: https://overpass-api.de/api/interpreter No entrance node; using POI location (likely centroid/site point)
0eaee4ba-41fc-4189-8514-de39b680b7df,Northumberland Park Metro,transport,metro_station,NE29,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
b3502115-1350-492f-a0f8-f77cdffc9a31,Shiremoor Metro,transport,metro_station,NE27,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
aa41dcd7-5037-45b4-9d5f-109d691c47b8,North Shields Metro,transport,metro_station,NE29,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
ffd8359c-b65e-46d7-9c80-9c6809268800,Meadow Well Metro,transport,metro_station,NE29,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
1eab9926-1003-4b63-b304-25ea8c1a2739,Percy Main Metro,transport,metro_station,NE29,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
3878286c-4bff-4726-a5bb-02a666b92916,Howdon Metro,transport,metro_station,NE28,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
d5724553-fabc-4271-b36b-523a7257a804,Wallsend Metro,transport,metro_station,NE28,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
8ed913d1-6a20-462a-8302-7aba932e1c6e,Hadrian Road Metro,transport,metro_station,NE28,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
fdaf9e76-548e-4a10-9e5c-62cc85b5f646,Rising Sun Country Park (Main Entrance),green,park,NE12,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
b615375f-f184-4f2e-9760-be369266d14b,Rising Sun Country Park (East Entrance),green,park,NE12,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
b8dc66b3-f35a-448a-a995-9b563b7e021a,Northumberland Park (Main Entrance),green,park,NE29,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
462c3211-e869-421e-8478-2bafbd6d4a6a,Churchill Playing Fields (Main Access),green,park,NE30,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
962fd6dd-573a-4a2d-a059-583616d9def8,Marden Quarry (Main Access),green,park,NE30,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
278057af-b640-4514-8d29-800ef0af6453,Richardson Dees Park (Main Access),green,park,NE28,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
b6c09145-491b-422e-b8b0-10c95770f282,Whitley Bay South Promenade Access,green,beach_access,NE26,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
ab7a5976-5901-498c-aab4-5e22055c67ea,Whitley Bay North Promenade Access,green,beach_access,NE26,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
bc77e0f8-cef7-450b-a340-14ab8667178c,Cullercoats Bay Access (Ramp/Steps),green,beach_access,NE30,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
d9dc33a2-a9f3-4350-9dc1-a452321a97f4,King Edward’s Bay Access (Steps),green,beach_access,NE30,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
69e6135e-eb1d-4a8c-aeab-818106832081,Tynemouth Longsands North Access,green,beach_access,NE30,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
bafac3fe-d83c-4b99-8fbc-af7b895b6219,Tynemouth Longsands South Access,green,beach_access,NE30,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
77113211-df82-45b3-b114-f591f079f132,Tesco Extra North Shields (Norham Rd),amenity,supermarket,NE29,,,55.0107735,-1.4861766,overpass_entrance,85,Nominatim OK Nominatim POI match Overpass OK Entrance node found
16ad86f3-23f0-43f1-a207-c84dac5c306d,Sainsbury’s Whitley Bay (Newstead Dr),amenity,supermarket,NE25,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
06e5a02c-64d2-472a-8115-6f250c0ad80a,Morrisons Whitley Bay (Hillheads Rd),amenity,supermarket,NE25,,,55.0403899,-1.4548958,overpass_entrance,85,Nominatim OK Nominatim POI match Overpass OK Entrance node found
a62da04c-ae85-4f3a-b951-4e0762ac2c18,Morrisons North Shields (Collingwood Centre),amenity,supermarket,NE29,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
7f379dce-c41f-463f-b496-c24e1e6e4a18,Aldi North Shields (Hawkeys Ln),amenity,supermarket,NE29,,,55.0100857,-1.4563875,nominatim_poi,60,Nominatim OK Nominatim POI match Overpass OK No entrance node; using POI location (likely centroid/site point)
ce3c83e5-b86e-4585-a56b-aa66b20ee801,Lidl North Shields / Preston Grange (Rake Ln),amenity,supermarket,NE29,,,55.0276842,-1.4627459,overpass_entrance,85,Nominatim OK Nominatim POI match Overpass OK Entrance node found
7a5e79a1-162b-4790-b19b-251906babc5d,Whitley Bay Town Centre,amenity,local_centre,NE26,,,55.0423932,-1.4465678,nominatim_poi,60,Nominatim OK Nominatim POI match Overpass failed: 504 Server Error: Gateway Timeout for url: https://overpass-api.de/api/interpreter No entrance node; using POI location (likely centroid/site point)
58a1e742-1ca9-470b-930e-20c10c69e988,Monkseaton Front Street,amenity,local_centre,NE25,,,55.0416688,-1.4610652,nominatim_poi,60,Nominatim OK Nominatim POI match Overpass OK No entrance node; using POI location (likely centroid/site point)
aa2d8b58-1da7-4343-9a32-078520acae89,Tynemouth Front Street,amenity,local_centre,NE30,,,55.0175006,-1.4251923,nominatim_poi,60,Nominatim OK Nominatim POI match Overpass failed: 504 Server Error: Gateway Timeout for url: https://overpass-api.de/api/interpreter No entrance node; using POI location (likely centroid/site point)
e5b6e1f5-70b7-4f5c-8502-8601a985e03b,North Shields Town Centre,amenity,local_centre,NE29,,,55.007928,-1.4458504,nominatim_poi,60,Nominatim OK Nominatim POI match Overpass failed: 504 Server Error: Gateway Timeout for url: https://overpass-api.de/api/interpreter No entrance node; using POI location (likely centroid/site point)
27335471-3d69-4a93-a0f8-6d0469312b5a,North Tyneside General Hospital (Main Entrance),health,hospital,NE29,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
2e63864f-70f0-4169-8287-3bc8b39fd09b,Whitley Bay Health Centre (Main Entrance),health,gp_surgery,NE26,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
af9769fc-ac78-468d-b86d-d92d7134abbc,Preston Grange Medical Centre (Main Entrance),health,gp_surgery,NE25,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
5b69f58e-bd5d-4a32-88e0-194ea1c48c88,Spring Terrace Health Centre (Main Entrance),health,gp_surgery,NE29,,,,,no_match,0,Nominatim OK No geocode match Missing coordinates
